,CAPE,CAPE_Tv,CIN,CIN_Tv,Date,Station,Time
7148,0.0,0.0,0.0,0.0,1992-03-24,BRO,12
7149,0.0,0.0,0.0,0.0,1992-03-24,BUF,12
7150,0.0,0.0,-99.94487883002796,-96.8182074117102,1992-03-24,CAR,12
7151,2.2256848034842536,4.795361596015678,-15.04627511849981,-3.579224219501607,1992-03-24,CHH,12
7152,0.0,0.0,-130.17640635931235,-122.43765321038069,1992-03-24,CHS,12
7153,172.87910733632765,126.02224754452546,-2.5630425691612344,-1.4599472031120262,1992-03-24,CRP,12
7154,0.0,0.0,0.0,0.0,1992-03-24,DDC,12
7155,0.0,0.0,-89.13028881673492,-79.75682905410767,1992-03-24,DNR,12
7156,0.0,0.0,-119.36856138216103,-92.38996716276702,1992-03-24,DRT,12
7157,0.0,0.0,0.0,0.0,1992-03-24,GGW,12
7158,2.19965127879466,0.0,-60.45503431407435,-14.306696015689205,1992-03-24,GJT,12
7159,0.0,0.0,0.0,0.0,1992-03-24,GRB,12
7160,0.0,0.0,-64.93195041751814,-61.783754567321246,1992-03-24,GSO,12
7161,0.0,0.0,0.0,0.0,1992-03-24,IAD,12
7162,0.0,0.0,0.0,0.0,1992-03-24,INL,12
7163,0.0,0.0,0.0,0.0,1992-03-24,JAN,12
7164,0.0,0.0,0.0,0.0,1992-03-24,LCH,12
7165,0.0,0.0,0.0,0.0,1992-03-24,LIX,12
7166,0.0,0.0,-62.49780189355997,-56.034105733056236,1992-03-24,LZK,12
7167,0.0,0.0,-173.32324041827064,-157.60742144896733,1992-03-24,MAF,12
7168,0.0,0.0,0.0,0.0,1992-03-24,MFR,12
7169,0.0,0.0,0.0,0.0,1992-03-24,NKX,12
7170,0.0,0.0,0.0,0.0,1992-03-24,OAK,12
7171,0.0,0.0,0.0,0.0,1992-03-24,OUN,12
7172,0.0,0.0,0.0,0.0,1992-03-24,PIT,12
7173,0.0,0.0,0.0,0.0,1992-03-24,RAP,12
7174,1.2875751687411234,8.469369800951899,-0.191139752480716,0.0,1992-03-24,SLC,12
7175,0.0,0.0,0.0,0.0,1992-03-24,TBW,12
7176,0.0,0.0,-13.558054335190867,-12.173189626449918,1992-03-24,TLH,12
7177,0.0,0.0,-103.7148449462211,-95.94542730682086,1992-03-24,TOP,12
7178,0.0,0.0,0.0,0.0,1992-03-24,TUS,12
7179,0.0,0.0,0.0,0.0,1992-03-24,UIL,12
7180,0.0,0.0,0.0,0.0,1992-03-24,WAL,12
7181,0.0,0.0,0.0,0.0,1992-03-24,WMW,12
7182,0.0,0.0,0.0,0.0,1992-03-24,WPL,12
7183,0.0,0.0,0.0,0.0,1992-03-24,YMO,12
7184,0.0,0.0,0.0,0.0,1992-03-24,YQI,12
7185,89.2763561704933,96.13138824538503,0.0,0.0,1992-03-25,ABQ,0
7186,1.3588030207237871,0.5144904898165371,-15.881783372924698,-3.9650723534472196,1992-03-25,ALB,0
7187,96.33415306463893,127.08867199600293,-48.58616007738355,-14.28509730895663,1992-03-25,AMA,0
7188,0.0,0.0,-17.34205668306218,-15.21537753272881,1992-03-25,BIS,0
7189,0.0,0.0,-90.81260327892811,-82.1525751612676,1992-03-25,BNA,0
7190,0.0,0.0,-11.946507700051129,-8.781364202722223,1992-03-25,BOI,0
7191,142.13693388812945,248.254913215949,-0.6770728057991223,0.0,1992-03-25,BRO,0
7192,0.09520599513794069,0.0,-0.0018034555579450476,0.0,1992-03-25,BUF,0
7193,0.0,0.0,0.0,0.0,1992-03-25,CAR,0
7194,0.0,0.0,0.0,0.0,1992-03-25,CHH,0
7195,0.0,0.0,-69.66585270270097,-55.21425916728408,1992-03-25,CHS,0
7196,122.74705915505893,217.00929715996972,-1.652550534094066,0.0,1992-03-25,CRP,0
7197,520.4080913740476,598.272940275263,-0.00013987174396172205,0.0,1992-03-25,DDC,0
7198,0.0,0.0,0.0,0.0,1992-03-25,DNR,0
7199,60.38101004562054,115.25794327986648,-0.0001785769391676901,0.0,1992-03-25,DRT,0
7200,0.0,0.0,-155.63396193073947,-152.17841835245133,1992-03-25,GGW,0
7201,1.0506288760376625,4.100383261578903,-12.947175805430152,0.0,1992-03-25,GJT,0
7202,0.0,0.0,-68.2661559063204,-51.43463142633628,1992-03-25,GRB,0
7203,0.0,0.0,-45.72198951090365,-31.62264163551747,1992-03-25,GSO,0
7204,0.0,0.0,-77.76531180911657,-62.29296528356311,1992-03-25,IAD,0
7205,0.0,0.0,0.0,0.0,1992-03-25,INL,0
7206,0.03250474614010205,0.0,-2.025774792620675,0.0,1992-03-25,JAN,0
7207,0.0,0.0,-66.52525816643987,-49.702024627668116,1992-03-25,LBF,0
7208,1.7264892311183764,10.184092682720612,0.0,0.0,1992-03-25,LCH,0
7209,0.0,0.0,-38.50666864399208,-34.73346020714424,1992-03-25,LIX,0
7210,0.0,0.0,0.0,0.0,1992-03-25,LZK,0
7211,66.29920233552815,89.84242196291957,-0.00014603356551576811,0.0,1992-03-25,MAF,0
7212,661.5449825516168,753.9187540811809,-2.211763614262709,0.0,1992-03-25,MFR,0
7213,8.696967655164304,20.79892089065236,-0.05317663643407187,0.0,1992-03-25,NKX,0
7214,1.2466218319454527,3.9676141870098984,-1.4740364416306553,0.0,1992-03-25,OAK,0
7215,7.303979283451963,38.02313578306201,-0.0009660553820503435,0.0,1992-03-25,OUN,0
7216,0.8910896621358197,5.061520857224611,-0.029522044798249148,0.0,1992-03-25,PIT,0
7217,0.0,0.0,-56.11494839925564,-46.61573522198212,1992-03-25,RAP,0
7218,4.82693141926881,7.850447629228567,-1.3898166180917142,0.0,1992-03-25,SLC,0
7219,38.6791305032069,92.77970542028062,-27.794333395626694,0.0,1992-03-25,TBW,0
7220,0.0,0.0,-11.94444627029819,0.0,1992-03-25,TLH,0
7221,0.0,0.0,0.0,0.0,1992-03-25,TOP,0
7222,0.0,0.0,-70.21098252668942,-66.6459667027804,1992-03-25,TUS,0
7223,0.3124155122644414,0.0,-195.00883535989254,-102.46063830229329,1992-03-25,UIL,0
7224,0.0,0.0,-186.04532819388675,-172.93854560225213,1992-03-25,WAL,0
7225,0.0,0.0,0.0,0.0,1992-03-25,WMW,0
7226,0.0,0.0,0.0,0.0,1992-03-25,WPL,0
7227,0.0,0.0,-35.242768341936475,-34.066560524951285,1992-03-25,YMO,0
7228,2.6009919355401223,4.05439609472576,-29.810257910466202,-11.811549811352231,1992-03-25,YQI,0
7229,0.0,0.0,-210.35938647813597,-193.93688880914243,1992-03-25,ABQ,12
7230,335.0213441085656,433.06278442094083,-0.39518338205619663,0.0,1992-03-25,ADN,12
7231,0.0,0.0,0.0,0.0,1992-03-25,ALB,12
7232,0.0,0.0,-96.07946068302196,-80.55218927410384,1992-03-25,AMA,12
7233,0.0,0.0,0.0,0.0,1992-03-25,BIS,12
7234,0.0,0.0,0.0,0.0,1992-03-25,BNA,12
7235,0.0,0.0,0.0,0.0,1992-03-25,BOI,12
7236,0.0,0.0,0.0,0.0,1992-03-25,BRO,12
7237,0.0,0.0,0.0,0.0,1992-03-25,BUF,12
7238,0.0,0.0,0.0,0.0,1992-03-25,CAR,12
7239,0.0,0.0,-62.362927338162216,-56.49125568249061,1992-03-25,CHH,12
7240,0.0,0.0,0.0,0.0,1992-03-25,CHS,12
7241,0.0,0.0,0.0,0.0,1992-03-25,CRP,12
7242,0.0,0.0,0.0,0.0,1992-03-25,DDC,12
7243,0.0,0.0,0.0,0.0,1992-03-25,DNR,12
7244,0.0,0.0,0.0,0.0,1992-03-25,DRT,12
7245,0.0,0.0,0.0,0.0,1992-03-25,GGW,12
7246,0.0,0.0,-8.246714472029865,-5.9458503208152145,1992-03-25,GJT,12
7247,0.0,0.0,0.0,0.0,1992-03-25,GRB,12
7248,0.0,0.0,0.0,0.0,1992-03-25,GSO,12
7249,0.0,0.0,0.0,0.0,1992-03-25,IAD,12
7250,0.0,0.0,0.0,0.0,1992-03-25,INL,12
7251,0.0,0.0,-66.29724736129717,-44.829325720720604,1992-03-25,JAN,12
7252,0.0,0.0,0.0,0.0,1992-03-25,LBF,12
7253,0.0,0.0,0.0,0.0,1992-03-25,LCH,12
7254,0.0,0.0,0.0,0.0,1992-03-25,LIX,12
7255,0.0,0.0,0.0,0.0,1992-03-25,LZK,12
7256,0.0,0.0,0.0,0.0,1992-03-25,MAF,12
7257,0.0,0.0,0.0,0.0,1992-03-25,MFR,12
7258,0.0,0.0,0.0,0.0,1992-03-25,NKX,12
7259,0.0,0.0,-6.965865734961088,-2.3515686984707593,1992-03-25,OAK,12
7260,0.0,0.0,0.0,0.0,1992-03-25,OUN,12
7261,0.0,0.0,0.0,0.0,1992-03-25,PIT,12
7262,0.0,0.0,-154.42123329127654,-145.80985695229373,1992-03-25,RAP,12
7263,0.0,0.0,0.0,0.0,1992-03-25,SLC,12
7264,4.307803035628671,22.257955865594308,-119.14019667756988,-10.639368721526028,1992-03-25,TBW,12
7265,0.0,0.0,0.0,0.0,1992-03-25,TLH,12
7266,0.0,0.0,-0.975582377573064,0.0,1992-03-25,TOP,12
7267,0.0,0.0,0.0,0.0,1992-03-25,TUS,12
7268,0.0,0.0,0.0,0.0,1992-03-25,UIL,12
7269,0.0,0.0,0.0,0.0,1992-03-25,WAL,12
7270,0.0,0.0,0.0,0.0,1992-03-25,WMW,12
7271,0.0,0.0,0.0,0.0,1992-03-25,WPL,12
7272,0.0,0.0,0.0,0.0,1992-03-25,YMO,12
7273,0.0,0.0,0.0,0.0,1992-03-25,YQI,12
7274,0.0,0.0,-58.106820065286385,-54.276802339661415,1992-03-26,ABQ,0
7275,0.0,0.0,0.0,0.0,1992-03-26,ALB,0
7276,0.0,0.0,-5.100730329612285,-3.270056570560903,1992-03-26,AMA,0
7277,0.0,0.0,-36.56954519220228,-33.943684624705305,1992-03-26,BIS,0
7278,12.158923723981914,59.83158306535536,-4.357883478731549,0.0,1992-03-26,BNA,0
7279,0.0,0.0,-1.8273348510115997e-15,0.0,1992-03-26,BOI,0
7280,772.6896081860727,930.465616129208,-129.78054310548072,-24.21486173396303,1992-03-26,BRO,0
7281,0.0,0.0,0.0,0.0,1992-03-26,BUF,0
7282,0.0,0.0,0.0,0.0,1992-03-26,CAR,0
7283,0.0,0.0,-83.60124750204318,-77.31115181616289,1992-03-26,CHH,0
7284,16.73428114504145,34.39440391603502,-82.05269424588771,-29.035173139493743,1992-03-26,CHS,0
7285,553.5373672228749,710.2433485755821,-10.48642075073669,-2.6400863011860904,1992-03-26,CRP,0
7286,42.86784385367075,60.411245857561426,-0.00013860322484662258,0.0,1992-03-26,DDC,0
7287,0.0,0.0,-18.552232095665826,-12.591955114205073,1992-03-26,DNR,0
7288,41.27881219560278,54.741413172584856,-0.0001291310248137675,0.0,1992-03-26,DRT,0
7289,1387.2345151204258,1472.9309635560146,0.0,0.0,1992-03-26,GGW,0
7290,7.589996668929494,12.492995043366824,-9.308241400881847,-2.9348110832421934,1992-03-26,GJT,0
7291,0.0,0.0,-13.374809330950042,-10.941492485602689,1992-03-26,GRB,0
7292,0.0,0.0,0.0,0.0,1992-03-26,GSO,0
7293,0.0,0.0,-84.80576143609773,-62.29617562488325,1992-03-26,IAD,0
7294,0.0,0.0,0.0,0.0,1992-03-26,INL,0
7295,305.58432936382206,398.13032684576774,-0.33802644067682197,0.0,1992-03-26,JAN,0
7296,125.30061971653141,136.39901952805656,0.0,0.0,1992-03-26,LBF,0
7297,548.2827480681285,665.623800458815,0.0,0.0,1992-03-26,LCH,0
7298,207.73839038070818,343.32329954117995,-8.035358085974824,0.0,1992-03-26,LIX,0
7299,0.4625529652659764,0.4065627227747138,-7.101200108767795,0.0,1992-03-26,LZK,0
7300,100.96974418122967,138.6671147294112,-0.0002593620557286835,0.0,1992-03-26,MAF,0
7301,83.44799852045193,114.86957281746196,-32.686942652590005,-6.332415197810197,1992-03-26,MFR,0
7302,0.18453771683921258,3.0071372637594425,-0.002984913644377956,0.0,1992-03-26,NKX,0
7303,219.9918041289788,297.024446621841,-41.68156519779606,-4.09051681854099,1992-03-26,OAK,0
7304,24.16045015939823,38.586971388749035,-0.0006976985417150563,0.0,1992-03-26,OUN,0
7305,32.82731209164951,45.749033305052556,-14.121159268415612,-0.8014786800840664,1992-03-26,PIT,0
7306,0.0,0.0,-0.3821527116981828,0.0,1992-03-26,RAP,0
7307,0.9179101258087002,17.6183386897319,-14.997084740763393,-6.0499183756171275,1992-03-26,SLC,0
7308,1101.7749049511526,1289.7875183267292,-32.01261627360957,0.0,1992-03-26,TBW,0
7309,139.22070787486578,236.19610910165693,-49.534586185314026,0.0,1992-03-26,TLH,0
7310,21.391303555273367,37.39064183744334,-8.211474573184962e-05,0.0,1992-03-26,TOP,0
7311,14.318147709525745,19.052780565767804,0.0,0.0,1992-03-26,TUS,0
7312,167.67243725453875,206.30355026174277,-127.19169631016858,-61.51148000339974,1992-03-26,UIL,0
7313,0.0,0.0,0.0,0.0,1992-03-26,WAL,0
7314,0.0,0.0,-72.83117996421801,-62.354945900447035,1992-03-26,WMW,0
7315,0.0,0.0,0.0,0.0,1992-03-26,WPL,0
7316,0.0,0.0,0.0,0.0,1992-03-26,YMO,0
7317,0.0,0.0,-9.06700340296052,-6.312306515302957,1992-03-26,YQI,0
7318,0.0,0.0,0.0,0.0,1992-03-26,ABQ,12
7319,0.0,0.0,-18.534024993078482,-10.490690134336667,1992-03-26,ALB,12
7320,0.0,0.0,0.0,0.0,1992-03-26,AMA,12
7321,0.0,0.0,0.0,0.0,1992-03-26,BIS,12
7322,0.0,0.0,-2.9236910622856955,-0.14514144341982024,1992-03-26,BNA,12
7323,0.0,0.0,0.0,0.0,1992-03-26,BOI,12
7324,0.0,0.0,0.0,0.0,1992-03-26,BRO,12
7325,0.0,0.0,0.0,0.0,1992-03-26,BUF,12
7326,0.0,0.0,-3.478721085921333,-1.6497611211853263,1992-03-26,CAR,12
7327,0.0,0.0,-24.783060755431848,-19.502370917232124,1992-03-26,CHH,12
7328,0.0,0.0,0.0,0.0,1992-03-26,CHS,12
7329,2.703425898356855,13.939842651403422,-411.4192565212361,-185.35216979761123,1992-03-26,CRP,12
7330,0.0,0.0,0.0,0.0,1992-03-26,DDC,12
7331,0.0,0.0,0.0,0.0,1992-03-26,DNR,12
7332,0.0,0.0,0.0,0.0,1992-03-26,DRT,12
7333,0.0,0.0,-279.31265488975225,-271.97633051829337,1992-03-26,GGW,12
7334,0.0,0.0,0.0,0.0,1992-03-26,GJT,12
7335,0.0,0.0,0.0,0.0,1992-03-26,GRB,12
7336,0.0,0.0,-0.10325288394376536,0.0,1992-03-26,GSO,12
7337,0.0,0.0,0.0,0.0,1992-03-26,IAD,12
7338,0.0,0.0,-17.78371992616862,-16.381597843420234,1992-03-26,INL,12
7339,0.0,0.0,0.0,0.0,1992-03-26,JAN,12
7340,0.0,0.0,0.0,0.0,1992-03-26,LBF,12
7341,0.0,0.0,0.0,0.0,1992-03-26,LCH,12
7342,0.0,0.0,0.0,0.0,1992-03-26,LIX,12
7343,0.0,0.0,0.0,0.0,1992-03-26,LZK,12
7344,0.0,0.0,-121.86328022116209,-116.24358855396245,1992-03-26,MAF,12
7345,0.0,0.0,0.0,0.0,1992-03-26,MFR,12
7346,8.744788014825415,26.559884795743457,-68.43608252438354,-0.022385778369383987,1992-03-26,NKX,12
7347,0.0,0.0,0.0,0.0,1992-03-26,OAK,12
7348,0.0,0.0,0.0,0.0,1992-03-26,OUN,12
7349,0.0,0.0,0.0,0.0,1992-03-26,PIT,12
7350,0.0,0.0,0.0,0.0,1992-03-26,RAP,12
7351,0.0,0.0,0.0,0.0,1992-03-26,SLC,12
7352,0.0,0.0,0.0,0.0,1992-03-26,TBW,12
7353,31.646218320244454,111.04650818368404,-10.733891972710776,0.0,1992-03-26,TLH,12
7354,0.0,0.0,-71.31359083516436,-60.71509028795179,1992-03-26,TOP,12
7355,0.0,0.0,0.0,0.0,1992-03-26,TUS,12
7356,0.0,0.0,0.0,0.0,1992-03-26,UIL,12
7357,0.0,0.0,0.0,0.0,1992-03-26,WAL,12
7358,0.0,0.0,0.0,0.0,1992-03-26,WMW,12
7359,0.0,0.0,0.0,0.0,1992-03-26,WPL,12
7360,0.0,0.0,0.0,0.0,1992-03-26,YMO,12
7361,0.0,0.0,0.0,0.0,1992-03-26,YQI,12
7362,45.85201183738166,53.583130541200156,0.0,0.0,1992-03-27,ABQ,0
7363,0.0,0.0,-1.3439568084724758,-1.5220118181579326e-15,1992-03-27,ALB,0
7364,0.0,0.0,-135.35922884603576,-111.07056843277493,1992-03-27,AMA,0
7365,0.0,0.0,-68.19570362291672,-66.89049587051917,1992-03-27,BIS,0
7366,0.0,0.0,0.0,0.0,1992-03-27,BNA,0
7367,278.10686678399276,345.95490440452625,0.0,0.0,1992-03-27,BOI,0
7368,122.82643332819345,260.31635888434613,-0.34344821781421336,0.0,1992-03-27,BRO,0
7369,0.0,0.0,0.0,0.0,1992-03-27,BUF,0
7370,0.0,0.0,-39.76687183369079,-24.75915004747137,1992-03-27,CAR,0
7371,0.0,0.0,0.0,0.0,1992-03-27,CHH,0
7372,0.8906099553878936,0.0,-6.782773452783676,0.0,1992-03-27,CHS,0
7373,162.2514697430833,344.93457326513925,-0.5542522941733408,0.0,1992-03-27,CRP,0
7374,19.268640689171413,36.49443645357752,-0.00024948904209993344,0.0,1992-03-27,DDC,0
7375,0.0,0.0,-4.522639333478626,0.0,1992-03-27,DNR,0
7376,226.21030361905693,365.80681814894893,-0.00012927999576290623,0.0,1992-03-27,DRT,0
7377,0.0,0.0,-283.0108234345026,-271.8978620229655,1992-03-27,GGW,0
7378,20.309604673398475,25.721630517499175,-8.172126455548872,0.0,1992-03-27,GJT,0
7379,0.0,0.0,0.0,0.0,1992-03-27,GRB,0
7380,48.46705232740003,84.34625421045732,-17.081545801808076,-1.9337679912364545,1992-03-27,GSO,0
7381,0.0,0.0,0.0,0.0,1992-03-27,IAD,0
7382,0.0,0.0,-2.10822394781426,0.0,1992-03-27,INL,0
7383,0.0,0.0,-66.01058789698426,-54.83412337995151,1992-03-27,JAN,0
7384,0.0,0.0,-70.68057268546582,-60.853500888002216,1992-03-27,LBF,0
7385,0.0,0.0,-9.266842845177143,-1.65305749588119,1992-03-27,LCH,0
7386,0.0,0.0,-9.967122945679796,-3.557806217485663e-15,1992-03-27,LIX,0
7387,0.0,0.0,-115.03493957054195,-78.07903632666216,1992-03-27,LZK,0
7388,108.64534669288767,205.46289671939525,-0.00014701944612734332,0.0,1992-03-27,MAF,0
7389,8.691698071847355,19.670566835818793,-12.648012861045256,0.0,1992-03-27,MFR,0
7390,35.67669969220333,79.03351006408612,-37.297377667038646,-0.2728807872436388,1992-03-27,NKX,0
7391,1184.4588794785598,1314.4983361712777,0.0,0.0,1992-03-27,OAK,0
7392,103.22192016161631,225.80424758057157,-0.0001285604298479321,0.0,1992-03-27,OUN,0
7393,143.67789862805043,192.75392000784163,-0.002631203828953227,0.0,1992-03-27,PIT,0
7394,0.0,0.0,-159.92126003319373,-148.5241887900378,1992-03-27,RAP,0
7395,50.41406167959994,82.73079924524869,-6.212309866858144,0.0,1992-03-27,SLC,0
7396,0.0,0.0,0.0,0.0,1992-03-27,TBW,0
7397,0.0,0.0,0.0,0.0,1992-03-27,TLH,0
7398,0.0,0.0,-53.4037517672508,-51.40626375890787,1992-03-27,TOP,0
7399,13.441315001864348,29.680606155257895,-0.7149134437040946,0.0,1992-03-27,TUS,0
7400,35.45542211471202,63.012957783790085,0.0,0.0,1992-03-27,UIL,0
7401,0.0,0.0,0.0,0.0,1992-03-27,WAL,0
7402,0.0,0.0,0.0,0.0,1992-03-27,WMW,0
7403,0.0,0.0,-87.17241872047107,-82.88709799948703,1992-03-27,WPL,0
7404,0.0,0.0,0.0,0.0,1992-03-27,YMO,0
7405,0.0,0.0,0.0,0.0,1992-03-27,YQI,0
7406,0.0,0.0,0.0,0.0,1992-03-27,ABQ,12
7407,9.731206501938306,35.46651221356466,-26.924979830914364,-0.3274801960434994,1992-03-27,ALB,12
7408,0.0,0.0,-46.31454370808615,-32.19040421641882,1992-03-27,AMA,12
7409,0.0,0.0,0.0,0.0,1992-03-27,BIS,12
7410,0.0,0.0,0.0,0.0,1992-03-27,BNA,12
7411,32.103429637143265,49.04519398941588,-62.09260956850507,-2.503189842126314,1992-03-27,BOI,12
7412,193.5638398650486,350.6407921287444,-29.207531282728016,0.0,1992-03-27,BRO,12
7413,0.0,0.0,-0.001899466547928445,0.0,1992-03-27,BUF,12
7414,0.0,0.0,0.0,0.0,1992-03-27,CAR,12
7415,0.0,0.0,-3.5159452067983956,-0.9150905950080688,1992-03-27,CHH,12
7416,0.0,0.0,0.0,0.0,1992-03-27,CHS,12
7417,119.72104116630854,196.0119397033267,-125.684761693456,-10.385479002008596,1992-03-27,CRP,12
7418,0.0,0.0,-246.47185965329123,-236.05903502523853,1992-03-27,DDC,12
7419,0.0,0.0,-176.9647883882412,-161.85884095790942,1992-03-27,DNR,12
7420,2.3348549431175023,7.3069443941538,-465.44630409069464,-254.20309909126277,1992-03-27,DRT,12
7421,0.0,0.0,-661.8367413127195,-646.1345083106545,1992-03-27,GGW,12
7422,0.0,0.0,0.0,0.0,1992-03-27,GJT,12
7423,0.0,0.0,0.0,0.0,1992-03-27,GRB,12
7424,0.0,0.0,0.0,0.0,1992-03-27,GSO,12
7425,0.0,0.0,-2.4994851007784913,-1.9829532260074518,1992-03-27,IAD,12
7426,0.0,0.0,0.0,0.0,1992-03-27,INL,12
7427,0.0,0.0,0.0,0.0,1992-03-27,JAN,12
7428,0.0,0.0,-203.94773041362907,-189.37010150325722,1992-03-27,LBF,12
7429,0.0,0.0,0.0,0.0,1992-03-27,LIX,12
7430,0.0,0.0,-327.38359592052626,-308.01313893759084,1992-03-27,LZK,12
7431,0.0,0.0,0.0,0.0,1992-03-27,MAF,12
7432,0.0,0.0,0.0,0.0,1992-03-27,MFR,12
7433,46.918181820737175,130.64529037066916,-12.20333662957107,0.0,1992-03-27,NKX,12
7434,0.0,0.0,-11.50452119823413,-2.8651375964667922,1992-03-27,OAK,12
7435,0.0,0.0,-402.69490035895393,-374.6014978704814,1992-03-27,OUN,12
7436,24.65807755943857,43.58921525974821,-5.590726821213287,0.0,1992-03-27,PIT,12
7437,0.0,0.0,0.0,0.0,1992-03-27,RAP,12
7438,2.257062991452716,0.0,-175.11244283942557,-98.69882974476113,1992-03-27,SLC,12
7439,0.0,0.0,0.0,0.0,1992-03-27,TBW,12
7440,0.0,0.0,0.0,0.0,1992-03-27,TLH,12
7441,0.0,0.0,-91.82316233582247,-84.71561742326068,1992-03-27,TOP,12
7442,12.308922175363882,29.50278852534979,-21.98631970662832,-2.073615829171864,1992-03-27,TUS,12
7443,0.049219381617987217,0.24709413162893698,-20.670738089040576,-3.0073588683086387,1992-03-27,UIL,12
7444,0.0,0.0,0.0,0.0,1992-03-27,WAL,12
7445,0.0,0.0,0.0,0.0,1992-03-27,WMW,12
7446,0.0,0.0,-16.38381674647094,-15.873049778172888,1992-03-27,WPL,12
7447,0.0,0.0,0.0,0.0,1992-03-27,YMO,12
7448,0.0,0.0,0.0,0.0,1992-03-27,YQI,12
7449,37.13074916461055,70.98212243189981,0.0,0.0,1992-03-28,ABQ,0
7450,15.300842075611373,19.612924847083825,-121.28214395553815,-50.90053979883697,1992-03-28,ALB,0
7451,0.0,0.0,-0.0016370092117598094,-2.321070018359459e-15,1992-03-28,AMA,0
7452,0.0,0.0,-205.37753452084408,-183.53467692480265,1992-03-28,BIS,0
7453,0.0,0.0,0.0,0.0,1992-03-28,BNA,0
7454,13.426976228133851,15.937481290783692,0.0,0.0,1992-03-28,BOI,0
7455,729.4539163508977,912.3164212851502,-11.936658948422332,0.0,1992-03-28,BRO,0
7456,0.0,0.0,0.0,0.0,1992-03-28,BUF,0
7457,0.0,0.0,-2.7529659313690393,-0.40049636208789635,1992-03-28,CAR,0
7458,0.0,0.0,-6.134634245542683,-3.960543513100408,1992-03-28,CHH,0
7459,0.0,0.0,-388.39603958927495,-374.8736607461787,1992-03-28,CHS,0
7460,0.0,0.0,-3.2266355236101822,0.0,1992-03-28,CRP,0
7461,0.0,0.0,-200.8642466350346,-156.69403344375957,1992-03-28,DDC,0
7462,171.36218576860736,212.1317976721672,-10.007030992543656,-0.5044440682628923,1992-03-28,DNR,0
7463,1657.93481813576,1891.6884853949855,-0.00012881597945525963,0.0,1992-03-28,DRT,0
7464,0.0,0.0,-50.39373350291928,-38.819351565921096,1992-03-28,GGW,0
7465,0.0,0.0,0.0,0.0,1992-03-28,GJT,0
7466,0.0,0.0,-36.79596518527754,-27.85067654354921,1992-03-28,GRB,0
7467,7.914281813111383,20.929090185425466,-0.021884393676942678,0.0,1992-03-28,GSO,0
7468,0.0,0.0,0.0,0.0,1992-03-28,IAD,0
7469,0.0,0.0,-72.79881091316136,-64.17695221313656,1992-03-28,INL,0
7470,0.0,0.0,-339.1332258921607,-280.5494825012723,1992-03-28,JAN,0
7471,0.0,0.0,0.0,0.0,1992-03-28,LBF,0
7472,0.0,0.0,-241.41853314352957,-57.645673857123285,1992-03-28,LCH,0
7473,35.378216382278765,125.01669607288426,-42.220790290772015,-0.6847603173023705,1992-03-28,LIX,0
7474,2.50576751823063,2.4013758072606657,-0.4280080423721756,0.0,1992-03-28,LZK,0
7475,1130.6381097205128,1327.0144069954406,-0.00014767120508802565,0.0,1992-03-28,MAF,0
7476,1.096259072805807,1.9492804500054561,-12.07243535626946,0.0,1992-03-28,MFR,0
7477,471.67785469004207,617.2367765512813,0.0,0.0,1992-03-28,NKX,0
7478,338.21375893865104,386.6224208497595,-177.93656676842934,-59.957311693224625,1992-03-28,OAK,0
7479,6.1846683990804046,30.19632961245972,-0.00012725855207703537,0.0,1992-03-28,OUN,0
7480,0.0,0.0,-20.19870703689023,-10.07231645176121,1992-03-28,PIT,0
7481,94.22204982984525,120.81369581930855,-4.825799682493138,0.0,1992-03-28,RAP,0
7482,340.2084206831746,413.13391289792867,0.0,0.0,1992-03-28,SLC,0
7483,0.0,0.0,-80.60901010323106,-69.14214937138395,1992-03-28,TBW,0
7484,19.671778397175473,52.596691290236926,-53.66304928582132,-4.262170853123306,1992-03-28,TLH,0
7485,0.0,0.0,-355.41734457386144,-347.5018641315527,1992-03-28,TOP,0
7486,132.95589676044924,195.42169842131193,-23.072357586180345,0.0,1992-03-28,TUS,0
7487,9.559338285641394,17.1304144447252,-47.8370060459965,-17.236504131680285,1992-03-28,UIL,0
7488,0.0,0.0,0.0,0.0,1992-03-28,WAL,0
7489,0.0,0.0,0.0,0.0,1992-03-28,WMW,0
7490,0.0,0.0,0.0,0.0,1992-03-28,YMO,0
7491,0.0,0.0,0.0,0.0,1992-03-28,YQI,0
7492,0.0,0.0,-0.014677429339915844,0.0,1992-03-28,ABQ,12
7493,1.1228444862622042,0.0,0.0,0.0,1992-03-28,ALB,12
7494,0.0,0.0,-0.2700878768583967,0.0,1992-03-28,AMA,12
7495,0.0,0.0,0.0,0.0,1992-03-28,BIS,12
7496,0.0,0.0,0.0,0.0,1992-03-28,BNA,12
7497,0.0,0.0,-56.82172864611251,-49.49910349968542,1992-03-28,BOI,12
7498,1258.8476903813855,1486.5996567432635,-9.029873149295648,0.0,1992-03-28,BRO,12
7499,0.0,0.0,0.0,0.0,1992-03-28,BUF,12
7500,0.0,0.0,-0.00011703341819298945,0.0,1992-03-28,CAR,12
7501,0.0,0.0,0.0,0.0,1992-03-28,CHH,12
7502,0.0,0.0,-144.218191822688,-132.94194828433925,1992-03-28,CHS,12
7503,0.0,0.0,-1.0153180196929634,0.0,1992-03-28,CRP,12
7504,0.0,0.0,-0.6705567388100534,-3.6728516715443e-16,1992-03-28,DDC,12
